Pcode,Locality,Town $
6102,Bentley Dc,29733
6983,Bentley Dc,29733
4869,Bentley Park,29733
6102,Bentley South,29733
3235,Benwerrin,29733
4674,Berajondo,29733
2141,Berala,29733
2758,Berambing,29733
4362,Berat,29733
3342,Beremboke,29733
2322,Beresfield,29733
6530,Beresford,29733
2537,Bergalia,29733
4353,Bergen,29733
2506,Berkeley,29733
2261,Berkeley Vale,29733
2765,Berkshire Park,29733
6510,Berkshire Valley,29733
2622,Berlang,29733
2546,Bermagui,29733
6701,Bernier Island,29733
2081,Berowra,29733
2082,Berowra Creek,29733
2082,Berowra Heights,29733
2082,Berowra Waters,29733
2548,Berrambool,29733
2540,Berrara,29733
2582,Berremangra,29733
5343,Berri,29733
2422,Berrico,31229
2628,Berridale,31229
7011,Berriedale,31229
2390,Berrigal,31229
2712,Berrigan,31229
2159,Berrilee,30249
2577,Berrima,30249
828,Berrimah,30249
3518,Berrimal,30249
4117,Berrinba,30249
3351,Berringa,30249
3691,Berringama,30249
2539,Berringer Lake,30249
3531,Berriwillock,30249
2535,Berry,30249
2701,Berry Jerry,30249
2535,Berry Mountain,30249
2321,Berry Park,30249
838,Berry Springs,30249
3323,Berrybank,30249
3953,Berrys Creek,30249
4701,Berserker,30249
2594,Berthong,30249
6167,Bertram,30249
3806,Berwick,30249
2852,Beryl,30249
3304,Bessiebelle,30249
852,Beswick,30249
852,Beswick Creek,30249
3472,Bet Bet,30249
3888,Bete Bolong,30249
3888,Bete Bolong North,30249
3691,Bethanga,30249
4205,Bethania,30249
5352,Bethany,33174
5373,Bethel,33174
2590,Bethungra,33174
3472,Betley,33174
3395,Beulah,33174
7306,Beulah,33174
5067,Beulah Park,33174
2581,Bevendale,33174
3590,Beverford,33174
3753,Beveridge,33174
6304,Beverley,33174
5009,Beverley,33174
2217,Beverley Park,36193
2209,Beverly Hills,36193
2540,Bewong,36193
2480,Bexhill,36193
2207,Bexley,36193
2207,Bexley North,36193
2207,Bexley South,36193
2581,Biala,36193
4313,Biarra,36193
5118,Bibaringa,36193
2632,Bibbenluke,36193
4880,Biboohra,36193
6163,Bibra Lake,36193
6163,Bibra Lake Dc,36193
6965,Bibra Lake Dc,36193
7215,Bicheno,36193
6076,Bickley,36193
2570,Bickley Vale,36193
6157,Bicton,36193
4275,Biddaddaba,36193
6260,Biddelia,36193
4401,Biddeston,36193
2827,Biddon,36193
2642,Bidgeemia,36193
4650,Bidwill,36193
2770,Bidwill,36193
2453,Bielsdown Hills,36193
5238,Big Bend,36193
3490,Big Desert,36193
6330,Big Grove,36193
3231,Big Hill,36193
3555,Big Hill,36193
2579,Big Hill,36193
2339,Big Jacks Creek,36193
3799,Big Pats Creek,36193
2330,Big Ridge,36193
2650,Big Springs,36193
2330,Big Yengo,36193
2583,Bigga,36193
3707,Biggara,36193
4621,Biggenden,36193
4216,Biggera Waters,36193
5153,Biggs Flat,38158
2486,Bilambil,38158
2486,Bilambil Heights,38158
6375,Bilbarin,38158
2680,Bilbul,38158
2107,Bilgola Beach,38158
2107,Bilgola Plateau,38158
4225,Bilinga,38158
6725,Bilingurr,36256
4390,Billa Billa,36256
3858,Billabong,36256
2829,Billeroy,36256
5311,Billiatt,36256
2630,Billilingra,36256
2804,Billimari,36256
2483,Billinudgel,36256
2453,Billys Creek,36256
2795,Billywillinga,36256
4715,Biloela,36256
2758,Bilpin,36256
4854,Bilyana,36256
2611,Bimberi,36256
2810,Bimbi,36256
6472,Bimbijy,36256
2536,Bimbimbie,36256
3533,Bimbourie,36256
2584,Binalong,36256
7216,Binalong Bay,36256
2583,Binda,36256
2422,Bindera,36256
3896,Bindi,36256
6574,Bindi Bindi,36256
6502,Bindoon,36256
6502,Bindoon Training Area,36256
6430,Binduli,36256
2404,Bingara,36256
2469,Bingeebeebra Creek,36256
4702,Bingegang,36256
2537,Bingie,36256
4852,Bingil Bay,36256
3966,Binginwarri,36256
2311,Bingleburra,36256
3898,Bingo Munjie,36256
2399,Biniguy,36256
852,Binjari,36256
4625,Binjour,36256
2630,Binjura,36256
2479,Binna Burra,36256
4211,Binna Burra,36256
2395,Binnaway,36256
6233,Binningup,36256
6532,Binnu,36256
5262,Binnum,36256
2665,Binya,36256
2041,Birchgrove,36256
3483,Birchip,36256
3483,Birchip West,36256
6214,Birchmont,36256
5223,Birchmore,36256
7162,Birchs Bay,36256
4482,Birdsville,36256
852,Birdum,36256
5234,Birdwood,36256
2446,Birdwood,36256
3505,Birdwoodton,36256
2710,Birganbigil,36256
4854,Birkalla,36256
4159,Birkdale,40819
5015,Birkenhead,40819
2287,Birmingham Gardens,40819
4285,Birnam,40819
4352,Birnam,40819
7303,Birralee,40819
3242,Birregurra,40819
2844,Birriwa,40819
2143,Birrong,40819
4575,Birtinya,40819
2326,Bishops Bridge,40819
7301,Bishopsbourne,40819
2340,Bithramere,40819
3918,Bittern,40819
2729,Black Creek,40819
2439,Black Creek,40819
4343,Black Duck Creek,40819
5035,Black Forest,40819
2430,Black Head,40819
5353,Black Hill,40819
2322,Black Hill,40819
3350,Black Hill,40819
7140,Black Hills,40819
2828,Black Hollow,40819
4820,Black Jack,40819
822,Black Jungle,40819
2365,Black Mountain,40819
4563,Black Mountain,40819
5571,Black Point,40819
2550,Black Range,40819
3381,Black Range,40819
7321,Black River,40819
4818,Black River,40819
3193,Black Rock,40819
5431,Black Rock,40819
3193,Black Rock North,40819
4600,Black Snake,40819
2787,Black Springs,40819
5413,Black Springs,40819
4472,Blackall,40819
2283,Blackalls Park,32096
4871,Blackbull,32096
3130,Blackburn,32096
3130,Blackburn North,32096
3130,Blackburn South,32096
4306,Blackbutt,32096
2529,Blackbutt,32096
4306,Blackbutt North,32096
4306,Blackbutt South,32096
4702,Blackdown,32096
2770,Blackett,32096
5291,Blackfellows Caves,32096
5201,Blackfellows Creek,32096
5275,Blackford,32096
3401,Blackheath,32096
2785,Blackheath,32096
7052,Blackmans Bay,32096
2790,Blackmans Flat,32096
2444,Blackmans Point,32096
822,Blackmore,32096
4850,Blackrock,32096
4740,Blacks Beach,32096
2281,Blacksmiths,32096
4306,Blacksoil,32096
4304,Blackstone,32096
7250,Blackstone Heights,32096
2148,Blacktown,37902
2148,Blacktown Westpoint,34502
2343,Blackville,34502
7275,Blackwall,34502
2256,Blackwall,34502
3844,Blackwarry,34502
4717,Blackwater,34502
3458,Blackwood,33958
5051,Blackwood,33958
7301,Blackwood Creek,33958
3992,Blackwood Forest,33958
2560,Blair Athol,33958
5084,Blair Athol,33958
3942,Blairgowrie,33958
4625,Blairmore,33958
2559,Blairmount,33958
2480,Blakebrook,33958
2221,Blakehurst,33958
5114,Blakeview,33958
3342,Blakeville,33958
5250,Blakiston,33958
2581,Blakney Creek,33958
3364,Blampied,33958
5700,Blanche Harbor,33958
5357,Blanchetown,33958
4352,Blanchview,33958
2721,Bland,33958
2338,Blandford,28273
4310,Blantyre,28273
2142,Blaxcell,28273
4405,Blaxland,28273
2774,Blaxland,28273
2774,Blaxland East,28273
2460,Blaxlands Creek,28273
2758,Blaxlands Ridge,28273
2799,Blayney,28273
4341,Blenheim,33215
2113,Blenheim Road,33215
7212,Blessington,33215
5255,Bletchley,33215
5171,Blewitt Springs,33215
4560,Bli Bli,33215
2756,Bligh Park,33215
2713,Blighty,33215
3980,Blind Bight,33215
5730,Blinman,33215
4895,Bloomfield,33215
4799,Bloomsbury,33215
2720,Blowering,33215
3352,Blowhard,33215
2261,Blue Bay,33215
2262,Blue Haven,33215
4818,Blue Hills,33215
2480,Blue Knob,33215
4737,Blue Mountain,33215
4350,Blue Mountain Heights,33215
2408,Blue Nobby,41472
7255,Blue Rocks,41472
2380,Blue Vale,41472
4818,Bluewater,41472
4818,Bluewater Park,41472
2428,Blueys Beach,41472
4702,Bluff,41472
5575,Bluff Beach,41472
6530,Bluff Point,41472
7260,Blumont,41472
5462,Blyth,41472
4455,Blythdale,41472
6208,Blythewood,41472
3351,Bo Peep,41472
6280,Boallia,41472
2450,Boambee,41472
2452,Boambee East,41472
2582,Boambolo,41472
7321,Boat Harbour,41472
2480,Boat Harbour,41472
2316,Boat Harbour,41472
7321,Boat Harbour Beach,41472
5275,Boatswain Point,41472
2877,Bobadah,41472
6320,Bobalong,41472
2429,Bobin,41472
3678,Bobinawarrah,41472
2443,Bobs Creek,41472
2316,Bobs Farm,41472
2630,Bobundara,41472
3301,Bochara,41472
5655,Bockelberg,41472
2631,Boco,41472
2850,Bocoble,41472
2865,Bocobra,41472
5453,Boconnoc Park,41472
2545,Bodalla,41472
6424,Bodallin,41472
2820,Bodangora,41472
6390,Boddington,41472
2739,Boeill Creek,48167
2826,Bogan,48167
2876,Bogan Gate,31409
4425,Bogandilla,31409
2488,Bogangar,31409
2849,Bogee,31409
2409,Boggabilla,31409
2382,Boggabri,31409
4805,Bogie,31409
3699,Bogong,31409
2720,Bogong Peaks Wilderness,31409
2390,Bohena Creek,31409
4818,Bohle,31409
4817,Bohle Plains,31409
2430,Bohnock,31409
3669,Boho,31409
3669,Boho South,31409
3531,Boigbeat,31409
4875,Boigu Island,31409
6394,Boilup,31409
3490,Boinka,31409
3860,Boisdale,31409
6392,Bokal,31409
4575,Bokarina,31409
3387,Bolangum,31409
2629,Bolaro,31409
6568,Bolgart,31409
3432,Bolinda,31409
5110,Bolivar,31409
2372,Bolivia,31409
4570,Bollier,31409
4488,Bollon,31409
2540,Bolong,31409
5238,Bolto,31409
3546,Bolton,31409
2283,Bolton Point,31409
4871,Bolwarra,31409
2320,Bolwarra,31409
3305,Bolwarra,31409
2320,Bolwarra Heights,31409
3352,Bolwarrah,31409
2460,Bom Bom,31409
2541,Bomaderry,31409
2423,Bombah Point,31409
2632,Bombala,31409
2622,Bombay,32502
4871,Bombeeta,32502
2850,Bombira,32502
2533,Bombo,32502
2720,Bombowlee,32502
2720,Bombowlee Creek,32502
2650,Bomen,32502
2357,Bomera,32502
4625,Bon Accord,32502
3820,Bona Vista,32502
2469,Bonalbo,32502
3888,Bonang,32502
3196,Bonbeach,32502
4229,Bond University,32502
2026,Bondi,32502
2026,Bondi Beach,32502
2632,Bondi Forest,32502
1355,Bondi Junction,32502
2022,Bondi Junction,32502
4703,Bondoola,32502
3691,Bonegilla,32502
3939,Boneo,32502
4507,Bongaree,32502
4356,Bongeen,32502
3561,Bonn,32502
2264,Bonnells Bay,32502
2914,Bonner,32502
2226,Bonnet Bay,32502
7053,Bonnet Hill,32502
3720,Bonnie Doon,32502
4873,Bonnie Doon,32502
6479,Bonnie Rock,32502
6525,Bonniefield,32502
2445,Bonny Hills,32502
2177,Bonnyrigg,32502
2177,Bonnyrigg Heights,32502
4213,Bonogin,32502
2361,Bonshaw,32502
4385,Bonshaw,32502
3352,Bonshaw,32502
2450,Bonville,32502
4370,Bony Mountain,32502
2905,Bonython,43906
5417,Booborowie,43906
7264,Boobyalla,43906
6722,Boodarie,43906
6423,Boodarockin,43906
4401,Boodua,43906
2480,Booerie Creek,43906
4871,Boogan,43906
4610,Booie,43906
2650,Book Book,43906
3260,Bookaar,43906
5690,Bookabie,43906
6525,Bookara,43906
2257,Booker Bay,43906
2582,Bookham,43906
2372,Bookookoorara,43906
5333,Bookpurnong,43906
2460,Bookram,43906
5271,Bool Lagoon,43906
3825,Boola,43906
2423,Boolambayte,43906
3960,Boolarong,43906
2284,Boolaroo,43906
3870,Boolarra,43906
3870,Boolarra South,43906
4671,Boolboonda,43906
4702,Boolburra,43906
2388,Boolcarroll,43906
3880,Boole Poole,43906
5482,Booleroo Centre,43906
5330,Boolgun,43906
2711,Booligal,43906
2540,Boolijah,43906
3392,Boolite,43906
3728,Boomahnoomoonah,43906
2712,Boomanoomana,43906
7177,Boomer Bay,43906
2428,Boomerang Beach,43906
2866,Boomey,43906
2405,Boomi,43906
2476,Boomi Creek,43906
4621,Boompa,43906
2877,Boona Mount,43906
3235,Boonah,43906
4310,Boonah,43906
2409,Boonal,43906
6503,Boonanarring,43906
4601,Boonara,43906
4413,Boonarga,43906
4034,Boondall,40158
4406,Boondandilla,40158
4613,Boondooma,40158
5633,Boonerdo,40158
2372,Boonoo Boonoo,40158
4650,Boonooroo,40158
4650,Boonooroo Plains,40158
6429,Boorabbin,40158
2480,Boorabee Park,40158
6954,Booragoon,40158
6154,Booragoon,40158
2284,Booragul,40158
4655,Booral,40158
2425,Booral,40158
6475,Booralaming,40158
3163,Booran Road Po,40158
6431,Boorara,40158
6262,Boorara Brook,40158
3265,Boorcan,40158
2652,Boorga,40158
2429,Boorganna,40158
3678,Boorhaman,40158
3678,Boorhaman East,40158
3685,Boorhaman North,40158
3723,Boorolite,40158
2350,Boorolong,40158
4552,Booroobin,40158
2372,Boorook,40158
3953,Boorool,40158
2650,Boorooma,40158
2710,Booroorban,40158
2586,Boorowa,40158
5554,Boors Plain,28502
3537,Boort,28502
3730,Boosey,28502
2430,Bootawa,28502
6532,Bootenal,28502
6521,Boothendarra,28502
2428,Booti Booti,28502
4601,Booubyjan,28502
4304,Booval,28502
4304,Booval Fair,28502
4671,Booyal,28502
2480,Booyong,28502
2471,Bora Ridge,28502
2346,Borah Creek,28502
4306,Borallon,28502
3682,Boralma,28502
2343,Borambil,28502
2650,Borambola,28502
6286,Boranup,28502
6338,Borden,28502
2474,Border Ranges,28502
6320,Borderdale,28502
5268,Bordertown,28502
5268,Bordertown South,28502
2800,Boree,28502
2652,Boree Creek,28502
4565,Boreen Point,28502
2800,Borenore,28502
3379,Bornes Hill,28502
6330,Bornholm,28502
2622,Boro,28502
3155,Boronia,28502
4124,Boronia Heights,28502
2111,Boronia Park,28502
4678,Bororen,67926
5309,Borrika,67926
854,Borroloola,67926
3518,Borung,67926
6394,Boscabel,67926
2176,Bossley Park,67926
2453,Bostobrick,67926
3260,Bostocks Creek,67926
5607,Boston,67926
3977,Botanic Ridge,67926
2019,Botany,67926
1455,Botany,67926
7030,Bothwell,41567
2850,Botobolar,41567
2469,Bottle Creek,41567
2251,Bouddi,41567
6432,Boulder,41567
4714,Boulder Creek,41567
4702,Bouldercombe,41567
4829,Boulia,41567
6312,Boundain,46725
3599,Boundary Bend,46725
2828,Bourbah,46725
2840,Bourke,46725
2650,Bourkelands,32249
2548,Bournda,32249
2868,Bournewood,32249
6211,Bouvard,32249
6280,Bovell,32249
2566,Bow Bowing,32249
6333,Bow Bridge,32249
2864,Bowan Park,32249
5007,Bowden,32249
6225,Bowelling,32249
4805,Bowen,32249
4006,Bowen Hills,52642
2753,Bowen Mountain,52642
2790,Bowenfels,52642
3465,Bowenvale,52642
4404,Bowenville,52642
5374,Bower,52642
6535,Bowes,52642
3675,Boweya,52642
3675,Boweya North,52642
6623,Bowgada,52642
5238,Bowhill,52642
5461,Bowillia,52642
2340,Bowling Alley Point,52642
2422,Bowman,52642
2422,Bowman Farm,52642
5550,Bowmans,52642
2330,Bowmans Creek,52642
3735,Bowmans Forest,52642
2644,Bowna,52642
2582,Bowning,52642
2576,Bowral,52642
2449,Bowraville,52642
3678,Bowser,52642
2257,Box Head,52642
2765,Box Hill,52642
3128,Box Hill,52642
3128,Box Hill Central,52642
3129,Box Hill North,52642
3128,Box Hill South,52642
2357,Box Ridge,52642
2580,Boxers Creek,52642
3725,Boxwood,52642
6338,Boxwood Hill,52642
6056,Boya,52642
6237,Boyanup,52642
6450,Boyatup,52642
2551,Boydtown,52642
7140,Boyer,52642
6316,Boyerine,52642
4275,Boyland,52642
4680,Boyne Island,52642
4680,Boyne Valley,52642
4680,Boynedale,52642
4610,Boyneside,52642
4626,Boynewood,52642
6244,Boyup Brook,52642
6055,Brabham,32606
4512,Bracalba,32606
4695,Bracewell,32606
4017,Bracken Ridge,39461
7302,Bracknell,39461
2560,Bradbury,39461
5153,Bradbury,39461
2612,Braddon,52802
3463,Bradford,52802
852,Bradshaw,52802
3361,Bradvale,52802
5381,Brady Creek,52802
7140,Bradys Lake,52802
2339,Braefield,52802
2575,Braemar,52802
2628,Braemar Bay,52802
4850,Braemeadows,52802
4313,Braemore,52802
3195,Braeside,52802
5109,Brahma Lodge,52802
2622,Braidwood,52802
870,Braitling,52802
5670,Bramfield,52802
6285,Bramley,52802
4871,Bramston Beach,52802
4625,Branch Creek,52802
4352,Branchview,52802
3630,Branditt,52802
4808,Brandon,52802
3150,Brandon Park,52802
7304,Brandum,52802
4800,Brandy Creek,52802
3821,Brandy Creek,52802
2324,Brandy Hill,52802
7261,Branxholm,52802
3302,Branxholme,52802
2335,Branxton,52802
4670,Branyan,52802
4305,Brassall,52802
2460,Braunstone,52802
3821,Bravington,52802
2337,Brawboy,52802
5276,Bray,52802
4500,Bray Park,38430
2484,Bray Park,38430
3019,Braybrook,38430
2484,Brays Creek,38430
2579,Brayton,38430
6251,Brazier,38430
2581,Breadalbane,38430
7258,Breadalbane,38430
4800,Breadalbane,38430
4825,Breakaway,28514
3303,Breakaway Creek,28514
2849,Breakfast Creek,28514
2137,Breakfast Point,28514
3219,Breakwater,28514
2540,Bream Beach,28514
7175,Bream Creek,28514
3227,Breamlea,28514
2626,Bredbo,28514
4820,Breddan,28514
2827,Breelong,28514
6503,Breera,28514
2381,Breeza,28514
4305,Bremer,28514
6338,Bremer Bay,28514
3517,Brenanah,28514
5320,Brenda Park,28514
4500,Brendale,28514
4500,Brendale Bc,28514
4500,Brendale Dc,28514
3131,Brentford Square,28514
5575,Brentwood,28514
6153,Brentwood,28514
7304,Breona,28514
6043,Breton Bay,28514
2422,Bretti,28514
2839,Brewarrina,28514
2795,Brewongle,30207
3352,Brewster,30207
3860,Briagolong,30207
3088,Briar Hill,30207
2365,Briarbrook,30207
2594,Bribbaree,30207
4507,Bribie Island,33118
4507,Bribie Island North,33118
3723,Bridge Creek,33118
4035,Bridgeman Downs,50038
7277,Bridgenorth,50038
4561,Bridges,50038
6255,Bridgetown,50038
3516,Bridgewater,36160
5155,Bridgewater,36160
7030,Bridgewater,36160
3516,Bridgewater North,36160
3516,Bridgewater On Loddon,36160
2330,Bridgman,36160
7262,Bridport,36160
2454,Brierfield,36160
6069,Brigadoon,36160
4412,Brigalow,36160
3741,Bright,36160
5381,Bright,36160
4741,Brightly,36160
3186,Brighton,39460
4017,Brighton,39460
5048,Brighton,39460
7030,Brighton,39460
3187,Brighton East,33197
4017,Brighton Eventide,33197
4017,Brighton Nathan Street,33197
3186,Brighton North,33197
3184,Brighton Road,33197
2216,Brighton-Le-Sands,33197
4311,Brightview,33197
2264,Brightwaters,33197
4613,Brigooda,33197
2441,Bril Bril,33197
3391,Brim,33197
5267,Brimbago,33197
2430,Brimbin,33738
3312,Brimboal,33738
3685,Brimin,33738
3401,Brimpaen,33738
2611,Brindabella,33738
2454,Brinerville,33738
3319,Bringalbert,33738
4357,Bringalily,33738
2556,Bringelly,33738
3707,Bringenbrong,33738
6532,Bringo,33738
810,Brinkin,43683
5253,Brinkley,43683
5464,Brinkworth,43683
4870,Brinsmead,43683
4001,Brisbane,42496
9000,Brisbane,42496
9001,Brisbane,42496
9002,Brisbane,42496
9005,Brisbane,42496
9007,Brisbane,42496
9008,Brisbane,42496
9009,Brisbane,42496
9010,Brisbane,42496
9013,Brisbane,42496
9015,Brisbane,42496
9020,Brisbane,42496
4000,Brisbane Adelaide Street,46647
4008,Brisbane Airport,46647
4000,Brisbane City,46647
4000,Brisbane Gpo,46647
9016,Brisbane Gpo Boxes,46647
9017,Brisbane Gpo Boxes,46647
9018,Brisbane Gpo Boxes,46647
9019,Brisbane Gpo Boxes,46647
9021,Brisbane Gpo Boxes,46647
9022,Brisbane Gpo Boxes,46647
9023,Brisbane Gpo Boxes,46647
2580,Brisbane Grove,46647
4106,Brisbane Market,46647
3315,Brit Brit,46647
7330,Brittons Swamp,46647
4218,Broadbeach,46647
4218,Broadbeach Waters,45526
3658,Broadford,45532
3875,Broadlands,45532
7030,Broadmarsh,45532
2292,Broadmeadow,45532
7330,Broadmeadows,45532
3047,Broadmeadows,45532
4420,Broadmere,45532
5083,Broadview,45532
2472,Broadwater,45532
6280,Broadwater,45532
3301,Broadwater,45532
2549,Broadwater,45532
4380,Broadwater,45532
1401,Broadway,45532
2007,Broadway,45532
2581,Broadway,45532
6009,Broadway Nedlands,45532
6430,Broadwood,45532
2705,Brobenah,45532
2830,Brocklehurst,45532
2642,Brocklesby,45532
2365,Brockley,45532
6701,Brockman,45532
2360,Brodies Plains,45532
3888,Brodribb River,45532
2848,Brogans Creek,45532
2535,Brogers Creek,45532
2550,Brogo,45532
2330,Broke,45532
6398,Broke,45532
3673,Broken Creek,45532
2481,Broken Head,45532
2880,Broken Hill,45532
2880,Broken Hill North,36093
2880,Broken Hill West,36093
4757,Broken River,36093
2446,Brombin,36093
4285,Bromelton,36093
3472,Bromley,36093
5007,Brompton,36093
2024,Bronte,36093
7140,Bronte Park,36093
6112,Brookdale,36093
2656,Brookdale,36093
5607,Brooker,36093
2420,Brookfield,36093
4069,Brookfield,36093
3338,Brookfield,36093
6239,Brookhampton,65679
4816,Brookhill,65679
2450,Brooklana,65679
4615,Brooklands,65679
2479,Brooklet,65679
7320,Brooklyn,65679
2083,Brooklyn,65679
3012,Brooklyn,65679
5032,Brooklyn Park,65679
2656,Brookong,65679
7116,Brooks Bay,65679
4053,Brookside Centre,65679
4364,Brookstead,65679
6306,Brookton,65679
2100,Brookvale,36782
3896,Brookville,36782
4300,Brookwater,36782
4570,Brooloo,36782
2538,Brooman,36782
6725,Broome,36782
6318,Broomehill,42958
6318,Broomehill East,42958
6318,Broomehill Village,42958
6318,Broomehill West,42958
3364,Broomfield,33088
2463,Brooms Head,33088
4620,Brooweena,33088
2880,Broughams Gate,33088
4820,Broughton,33088
3418,Broughton,33088
2535,Broughton,33088
5454,Broughton River Valley,33088
2535,Broughton Vale,33088
2534,Broughton Village,33088
2537,Broulee,33088
4626,Brovinia,33088
5222,Brown Beach,33088
6431,Brown Hill,33088
3350,Brown Hill,33088
5062,Brown Hill Creek,33088
6701,Brown Range,33088
5374,Brownlow,33088
2570,Brownlow Hill,33088
5223,Brownlow Ki,33088
2799,Browns Creek,33088
2540,Browns Mountain,33088
4118,Browns Plains,35771
3685,Browns Plains,35771
2530,Brownsville,35771
4356,Broxburn,35771
3749,Bruarong,35771
2617,Bruce,45866
5433,Bruce,45866
6418,Bruce Rock,45866
2650,Brucedale,36272
3268,Brucknell,36272
2875,Bruie Plains,36272
2795,Bruinbun,36272
5252,Brukunga,36272
3885,Brumby,36272
2476,Brumby Plains,36272
2540,Brundee,36272
2722,Brungle,36272
2722,Brungle Creek,36272
2323,Brunkerville,36272
6224,Brunswick,36272
3056,Brunswick,36272
3057,Brunswick East,36272
2483,Brunswick Heads,36272
3056,Brunswick Lower,36272
3056,Brunswick North,36272
3055,Brunswick South,36272
3055,Brunswick West,36272
4387,Brush Creek,36272
2460,Brushgrove,36272
