Appliance,Brand,Model.No,Country,CEC,SRI,Star,Cap,,,,,,
Television,Kogan,KGNPRO26VCA,China,309,2.842,2.5,66,Screen Technology,LCD,Screen area,1854,Average mode power,83.5
Television,Kogan,KGNPRO26VBA,China,309,2.842,2.5,66,Screen Technology,LCD,Screen area,1854,Average mode power,83.5
Television,Kogan,KGNPRO26VAA,China,309,2.842,2.5,66,Screen Technology,LCD,Screen area,1854,Average mode power,83.5
Television,Kogan,LC-40XXXXX(DVB-T)(Where X would be any Arabian numeral or LCtter or blank),China,668,2.496,2,101.61,Screen Technology,LCD,Screen area,4411.2,Average mode power,182.2
Television,Kogan,LC-40XXXXX(DVB-T+DVD),China,668,2.496,2,101.61,Screen Technology,LCD,Screen area,4411.2,Average mode power,182.2
Television,Kogan,LC-40A50(DVB-T+DVD),China,668,2.496,2,101.61,Screen Technology,LCD,Screen area,4411.2,Average mode power,182.2
Television,Kogan,LC-40A31(DVB-T ),China,668,2.496,2,101.61,Screen Technology,LCD,Screen area,4411.2,Average mode power,182.2
Television,Kogan,LC-40A31(DVB-T+DVD),China,668,2.496,2,101.61,Screen Technology,LCD,Screen area,4411.2,Average mode power,182.2
Television,Kogan,LC-40A50(DVB-T+DVD),China,668,2.496,2,101.61,Screen Technology,LCD,Screen area,4411.2,Average mode power,182.2
Television,Kogan,LC-40A50(DVB-T CI),China,668,2.496,2,101.61,Screen Technology,LCD,Screen area,4411.2,Average mode power,182.2
Television,Kogan,LC-40A50(DVB-T ),China,668,2.496,2,101.61,Screen Technology,LCD,Screen area,4411.2,Average mode power,182.2
Television,Kogan,KGN1080P40VDA,China,668,2.496,2,101.61,Screen Technology,LCD,Screen area,4411.2,Average mode power,182.2
Television,Kogan,LC32A40,China,333,3.846,3.5,80.131,Screen Technology,LCD,Screen area,2743.7,Average mode power,90.26
Television,Kogan,LC-32A50,China,333,3.846,3.5,80.131,Screen Technology,LCD,Screen area,2743.7,Average mode power,90.26
Television,Kogan,LC-32A58,China,333,3.846,3.5,80.131,Screen Technology,LCD,Screen area,2743.7,Average mode power,90.26
Television,Kogan,KGN1080P32VBA,China,333,3.846,3.5,80.131,Screen Technology,LCD,Screen area,2743.7,Average mode power,90.26
Television,Metz,Axio pro 37 FHDTV 100 CT Z,Germany,546,2.801,2.5,94,Screen Technology,LCD,Screen area,3772,Average mode power,146
Television,DGTEC,DG-FV26LCDVD,China,209,4.612,4.5,66.06,Screen Technology,LCD,Screen area,1863.9,Average mode power,56.46
Television,CELESTIAL,LT3211FDS,China,347,3.671,3.5,81,Screen Technology,LCD,Screen area,2751,Average mode power,94
Television,CELESTIAL,LT3211FD,China,347,3.671,3.5,81,Screen Technology,LCD,Screen area,2751,Average mode power,94
Television,CELESTIAL,LT3273FDC,China,347,3.671,3.5,81,Screen Technology,LCD,Screen area,2751,Average mode power,94
Television,CELESTIAL,LT3273FDB,China,347,3.671,3.5,81,Screen Technology,LCD,Screen area,2751,Average mode power,94
Television,CELESTIAL,LT3273FDA,China,347,3.671,3.5,81,Screen Technology,LCD,Screen area,2751,Average mode power,94
Television,CELESTIAL,LT3273FDF,China,347,3.671,3.5,81,Screen Technology,LCD,Screen area,2751,Average mode power,94
Television,CELESTIAL,LT3273FDS,China,347,3.671,3.5,81,Screen Technology,LCD,Screen area,2751,Average mode power,94
Television,CELESTIAL,LT3273FD,China,347,3.671,3.5,81,Screen Technology,LCD,Screen area,2751,Average mode power,94
Television,CHANGHONG,CHL4243DE,China,622,3.224,3,106,Screen Technology,LCD,Screen area,4898.25,Average mode power,169
Television,CHANGHONG,CHL4243DD,China,622,3.224,3,106,Screen Technology,LCD,Screen area,4898.25,Average mode power,169
Television,CHANGHONG,CHL4243DC,China,622,3.224,3,106,Screen Technology,LCD,Screen area,4898.25,Average mode power,169
Television,CHANGHONG,CHL4243DB,China,622,3.224,3,106,Screen Technology,LCD,Screen area,4898.25,Average mode power,169
Television,CHANGHONG,CHL4243DA,China,622,3.224,3,106,Screen Technology,LCD,Screen area,4898.25,Average mode power,169
Television,CHANGHONG,CHL4243D,China,622,3.224,3,106,Screen Technology,LCD,Screen area,4898.25,Average mode power,169
Television,DAEWOO,LV42L1B1LF,"""Korea, Republic of""",650,3.002,3,106.731,Screen Technology,LCD,Screen area,4867.6,Average mode power,176.1
Television,Kogan,LC42A40,China,621,3.281,3,106.73,Screen Technology,LCD,Screen area,4960.6,Average mode power,168.8
Television,Kogan,LC-42A50,China,621,3.281,3,106.73,Screen Technology,LCD,Screen area,4960.6,Average mode power,168.8
Television,Kogan,LC-42A58,China,621,3.281,3,106.73,Screen Technology,LCD,Screen area,4960.6,Average mode power,168.8
Television,Kogan,KGN1080P42VAA,China,621,3.281,3,106.73,Screen Technology,LCD,Screen area,4960.6,Average mode power,168.8
Television,Schaub Lorenz,SL 52-4 FHD-100,Turkey,1040,2.612,2.5,132.08,Screen Technology,LCD,Screen area,7465,Average mode power,284.1
Television,SHARP,LC-32TM9X,"""Korea, Republic of""",261,4.928,4.5,80.1,Screen Technology,LCD,Screen area,2736.2,Average mode power,70.66
Television,SHARP,LC-46LE700X,Malaysia,331,6.787,6,117,Screen Technology,LCD (LED),Screen area,5898.2,Average mode power,89.5
Television,VOXSON,VLCD32CT,China,273,4.723,4.5,80,Screen Technology,LCD,Screen area,2733.3,Average mode power,73.5
Television,CHANGHONG,CHL2243AWH,China,179,4.15,4,54,Screen Technology,LCD,Screen area,1281.04,Average mode power,47.56
Television,CHANGHONG,CHL2243AC,China,179,4.15,4,54,Screen Technology,LCD,Screen area,1281.04,Average mode power,47.56
Television,CHANGHONG,CHL2243AB,China,179,4.15,4,54,Screen Technology,LCD,Screen area,1281.04,Average mode power,47.56
Television,CHANGHONG,CHL2243AA,China,179,4.15,4,54,Screen Technology,LCD,Screen area,1281.04,Average mode power,47.56
Television,CHANGHONG,CHL2243AF,China,179,4.15,4,54,Screen Technology,LCD,Screen area,1281.04,Average mode power,47.56
Television,CHANGHONG,CHL2243AS,China,179,4.15,4,54,Screen Technology,LCD,Screen area,1281.04,Average mode power,47.56
Television,CHANGHONG,CHL2243A,China,179,4.15,4,54,Screen Technology,LCD,Screen area,1281.04,Average mode power,47.56
Television,CELESTIAL,LT4268TAH,China,783,2.192,2,106,Screen Technology,LCD,Screen area,4898.25,Average mode power,213
Television,CELESTIAL,LT4268TAC,China,783,2.192,2,106,Screen Technology,LCD,Screen area,4898.25,Average mode power,213
Television,CELESTIAL,LT4268TAB,China,783,2.192,2,106,Screen Technology,LCD,Screen area,4898.25,Average mode power,213
Television,CELESTIAL,LT4268TAA,China,783,2.192,2,106,Screen Technology,LCD,Screen area,4898.25,Average mode power,213
Television,CELESTIAL,LT4268TA,China,783,2.192,2,106,Screen Technology,LCD,Screen area,4898.25,Average mode power,213
Television,RANK ARENA,RALD81HDC,China,380,3.255,3,80,Screen Technology,LCD,Screen area,2743.66,Average mode power,102.1
Television,Metz,Primus 42 LED 200 twin R,Germany,510,4.086,4,107,Screen Technology,LCD (LED),Screen area,4863.9,Average mode power,136
Television,Kogan,KGN1080P46VDA,China,775,2.928,2.5,116,Screen Technology,LCD,Screen area,5830.2,Average mode power,211
Television,Kogan,KGN1080P46VCA,China,775,2.928,2.5,116,Screen Technology,LCD,Screen area,5830.2,Average mode power,211
Television,Kogan,KGN1080P46VBA,China,775,2.928,2.5,116,Screen Technology,LCD,Screen area,5830.2,Average mode power,211
Television,Kogan,KGN1080P46VAA,China,775,2.928,2.5,116,Screen Technology,LCD,Screen area,5830.2,Average mode power,211
Television,Kogan,KGN1080P40VDA,China,417,4.642,4.5,101,Screen Technology,LCD (LED),Screen area,4450,Average mode power,113
Television,Kogan,KGN1080P40VCA,China,417,4.642,4.5,101,Screen Technology,LCD (LED),Screen area,4450,Average mode power,113
Television,Kogan,KGN1080P40VBA,China,417,4.642,4.5,101,Screen Technology,LCD (LED),Screen area,4450,Average mode power,113
Television,Kogan,KGN1080P40VAA,China,417,4.642,4.5,101,Screen Technology,LCD (LED),Screen area,4450,Average mode power,113
Television,CELESTIAL,LT1999DV,China,162,4.041,4,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,43.23
Television,CELESTIAL,LT1999DVH,China,162,4.041,4,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,43.23
Television,CELESTIAL,LT1999DVB,China,162,4.041,4,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,43.23
Television,CELESTIAL,LT1999DVA,China,162,4.041,4,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,43.23
Television,CELESTIAL,LT1999DVF,China,162,4.041,4,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,43.23
Television,CELESTIAL,LT1999DVS,China,162,4.041,4,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,43.23
Television,CELESTIAL,LT1522HDA,China,107,4.79,4.5,39,Screen Technology,LCD,Screen area,665.85,Average mode power,27.9
Television,CELESTIAL,LT1522HDF,China,107,4.79,4.5,39,Screen Technology,LCD,Screen area,665.85,Average mode power,27.9
Television,CELESTIAL,LT1522HDS,China,107,4.79,4.5,39,Screen Technology,LCD,Screen area,665.85,Average mode power,27.9
Television,CELESTIAL,LT1522HD,China,107,4.79,4.5,39,Screen Technology,LCD,Screen area,665.85,Average mode power,27.9
Television,CELESTIAL,LT1568HDB,China,107,4.79,4.5,39,Screen Technology,LCD,Screen area,665.85,Average mode power,27.9
Television,CELESTIAL,LT1568HDA,China,107,4.79,4.5,39,Screen Technology,LCD,Screen area,665.85,Average mode power,27.9
Television,CELESTIAL,LT1568HDF,China,107,4.79,4.5,39,Screen Technology,LCD,Screen area,665.85,Average mode power,27.9
Television,CELESTIAL,LT1568HDS,China,107,4.79,4.5,39,Screen Technology,LCD,Screen area,665.85,Average mode power,27.9
Television,CELESTIAL,LT1568HD,China,107,4.79,4.5,39,Screen Technology,LCD,Screen area,665.85,Average mode power,27.9
Television,Metz,Sirius 42 FHDTV 100 R,Germany,628,3.153,3,107,Screen Technology,LCD,Screen area,4863.9,Average mode power,168
Television,Metz,Linus 32 HDTV 100,Germany,435,2.648,2.5,80,Screen Technology,LCD,Screen area,2743.1,Average mode power,115
Television,TECOVISION,LL315DTGHDH3,China,481,2.189,2,80.1,Screen Technology,LCD,Screen area,2736.2,Average mode power,130.7
Television,TECOVISION,EA32D1PM** (*=0~9;A~Z),China,481,2.189,2,80.1,Screen Technology,LCD,Screen area,2736.2,Average mode power,130.7
Television,TECOVISION,EA32D1PM,China,481,2.189,2,80.1,Screen Technology,LCD,Screen area,2736.2,Average mode power,130.7
Television,CONIA,CE2401FHDVDR,China,142,5.715,5.5,59.94,Screen Technology,LCD (LED),Screen area,1528.2,Average mode power,37.9
Television,LG,32LH50YD-AA,Indonesia,389,3.15,3,81,Screen Technology,LCD,Screen area,2743.66,Average mode power,96.42
Television,LG,47LH90QD-AA,"""Korea, Republic of""",463,5.405,5,119,Screen Technology,LCD (LED),Screen area,6080.26,Average mode power,109.68
Television,CELESTIAL,LT1911HDS,China,142,4.631,4.5,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,37.61
Television,CELESTIAL,LT1911HDC,China,142,4.631,4.5,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,37.61
Television,CELESTIAL,LT1911HDB,China,142,4.631,4.5,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,37.61
Television,CELESTIAL,LT1911HDA,China,142,4.631,4.5,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,37.61
Television,CELESTIAL,LT1911HD,China,142,4.631,4.5,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,37.61
Television,CELESTIAL,LT1968HDH,China,142,4.631,4.5,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,37.61
Television,CELESTIAL,LT1968HDC,China,142,4.631,4.5,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,37.61
Television,CELESTIAL,LT1968HDB,China,142,4.631,4.5,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,37.61
Television,CELESTIAL,LT1968HDA,China,142,4.631,4.5,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,37.61
Television,CELESTIAL,LT1968HDS,China,142,4.631,4.5,48,Screen Technology,LCD,Screen area,1049.6,Average mode power,37.61
Television,LG,42LH20D-AA,Indonesia,509,4.096,4,107,Screen Technology,LCD,Screen area,4865.3,Average mode power,132.4
Television,Kogan,LC-19A78V,China,149,4.137,4,47.0128,Screen Technology,LCD,Screen area,944.2,Average mode power,39.75
Television,Kogan,KGPRO19VBA,China,149,4.137,4,47.0128,Screen Technology,LCD,Screen area,944.2,Average mode power,39.75
Television,Kogan,LC-32A62(DVB-T),China,378,3.278,3,80.12,Screen Technology,LCD,Screen area,2743.3,Average mode power,102.43
Television,Kogan,LC-32A62(DVB-T+DVD),China,378,3.278,3,80.12,Screen Technology,LCD,Screen area,2743.3,Average mode power,102.43
Television,Kogan,LC-32A38(DVB-T),China,378,3.278,3,80.12,Screen Technology,LCD,Screen area,2743.3,Average mode power,102.43
Television,Kogan,LC-32A38(DVB-T+DVD),China,378,3.278,3,80.12,Screen Technology,LCD,Screen area,2743.3,Average mode power,102.43
Television,Kogan,LC-32A58(DVB-T),China,378,3.278,3,80.12,Screen Technology,LCD,Screen area,2743.3,Average mode power,102.43
Television,Kogan,LC-32A58(DVB-T+DVD),China,378,3.278,3,80.12,Screen Technology,LCD,Screen area,2743.3,Average mode power,102.43
Television,Kogan,LC-32A50(DVB-T+DVD),China,378,3.278,3,80.12,Screen Technology,LCD,Screen area,2743.3,Average mode power,102.43
Television,Kogan,LC-32A40(DVB-T ),China,378,3.278,3,80.12,Screen Technology,LCD,Screen area,2743.3,Average mode power,102.43
Television,Kogan,LC-32A40(DVB-T+DVD),China,378,3.278,3,80.12,Screen Technology,LCD,Screen area,2743.3,Average mode power,102.43
Television,Kogan,KGN1080PPRO32VDA,China,378,3.278,3,80.12,Screen Technology,LCD,Screen area,2743.3,Average mode power,102.43
Television,LG,42LE5310-TC,Indonesia,323,6.136,6,106.73,Screen Technology,LCD (LED),Screen area,4867.7,Average mode power,80.52
Television,LG,55LW7700-TA,"""Korea, Republic of""",400,7.295,7,138.78,Screen Technology,LCD,Screen area,8230.1,Average mode power,100.7
Television,YESS,LCD 1918HD,China,158,4.132,4,48.14,Screen Technology,LCD,Screen area,1041.6,Average mode power,41.7
Television,SOYEA,55LT40,China,1297,2.022,2,138.78,Screen Technology,LCD,Screen area,8228,Average mode power,353.56
Television,SHARP,LC-32L450X,Malaysia,340,3.738,3.5,80,Screen Technology,LCD,Screen area,2732.2,Average mode power,91.2
Television,LG,42LH210C-TA,"""Korea, Republic of""",644,3.044,3,106.68,Screen Technology,LCD,Screen area,4867.57,Average mode power,164.46
Television,LG,42LH200C-TA,"""Korea, Republic of""",644,3.044,3,106.68,Screen Technology,LCD,Screen area,4867.57,Average mode power,164.46
Television,LG,50PK250-AC,"""Korea, Republic of""",690,4.122,4,126.95,Screen Technology,Plasma,Screen area,6888.4,Average mode power,186.7
Television,LG,47LW9500-TA,"""Korea, Republic of""",430,5.737,5.5,119.29,Screen Technology,LCD,Screen area,6080.2,Average mode power,108.72
Television,VOXSON,VLCD40CP,China,483,3.995,3.5,102.08,Screen Technology,LCD,Screen area,4463.9,Average mode power,131.2
Television,TEAC,LE1978HD,China,101,6.138,6,47,Screen Technology,LCD (LED),Screen area,1041.6,Average mode power,27
Television,SONIQ,iV190T,China,125,5.192,5,48.3,Screen Technology,LCD,Screen area,1045.5,Average mode power,32.8
Television,OiTV,37LC120,China,413,4.496,4,95,Screen Technology,LCD,Screen area,4237.1,Average mode power,112.17
Television,CONIA,CL3201HDR,China,377,3.281,3,80.01,Screen Technology,LCD,Screen area,2736.6,Average mode power,101.9
Television,AARI,32GL,"""Korea, Republic of""",473,2.301,2,81.28,Screen Technology,LCD,Screen area,2765,Average mode power,127.99
Television,pangoo,LE-24A31,China,133,6.009,6,59.69,Screen Technology,LCD (LED),Screen area,1528.5,Average mode power,35.55
Television,pangoo,LE-24S600F,China,133,6.009,6,59.69,Screen Technology,LCD (LED),Screen area,1528.5,Average mode power,35.55
Television,LG,47LX9500-TA,Indonesia,435,5.685,5.5,119.29,Screen Technology,LCD (LED),Screen area,6080.2,Average mode power,108.36
Television,EI8HT,MTV-2401A,China,168,4.958,4.5,59.774,Screen Technology,LCD,Screen area,1526.5,Average mode power,41.5
Television,SHARP,LC-52LE820X,Malaysia,330,7.756,7,132,Screen Technology,LCD (LED),Screen area,7465,Average mode power,89.2
Television,TEAC,LCDV1957DVR,China,146,4.507,4.5,48.34,Screen Technology,LCD,Screen area,1049.6,Average mode power,38.77
Television,LG,42SL90QD-AA,"""Korea, Republic of""",358,5.675,5.5,107,Screen Technology,LCD (LED),Screen area,4867.57,Average mode power,88.68
Television,LG,37SL80YD-AA,"""Korea, Republic of""",461,3.564,3.5,94,Screen Technology,LCD,Screen area,3776.35,Average mode power,120.7
Television,LG,55LH95QD-AA,"""Korea, Republic of""",733,4.581,4.5,140,Screen Technology,LCD (LED),Screen area,8230.12,Average mode power,187.2
Television,LG,60PS70FD-AA,"""Korea, Republic of""",1027,3.83,3.5,152,Screen Technology,Plasma,Screen area,9882.76,Average mode power,260.8
Television,LG,32LK455C-TA,Indonesia,270,4.787,4.5,80.13,Screen Technology,LCD,Screen area,2744,Average mode power,67.5
Television,LG,37LH40FD-AA,Indonesia,443,3.743,3.5,93.98,Screen Technology,LCD,Screen area,3776.35,Average mode power,108
Television,LG,32LK335H-TB,"""Korea, Republic of""",305,4.24,4,80.13,Screen Technology,LCD,Screen area,2744,Average mode power,75.45
Television,SHARP,LC-52LE835X,Malaysia,307,8.08,8,132,Screen Technology,LCD (LED),Screen area,7465,Average mode power,83.1
Television,LG,22LH20D-AA,Indonesia,154,4.825,4.5,56,Screen Technology,LCD,Screen area,1281.46,Average mode power,37.74
Television,LG,42LH40FD-AA,Indonesia,512,4.071,4,106.68,Screen Technology,LCD,Screen area,4867.57,Average mode power,130.74
Television,LG,42LV3500-TA,Indonesia,256,7.178,7,106.73,Screen Technology,LCD,Screen area,4867.7,Average mode power,63.48
Television,LG,42PJ350-AB,"""Korea, Republic of""",490,4.205,4,106.68,Screen Technology,Plasma,Screen area,4789.8,Average mode power,132.7
Television,SHARP,LC-60LE925X,Malaysia,567,6.502,6,152,Screen Technology,LCD (LED),Screen area,9905,Average mode power,153.1
Television,VOXSON,VLCD185XTD,China,146,4.228,4,47,Screen Technology,LCD,Screen area,944.2,Average mode power,32.48
Television,LG,26LE5310-TC,Indonesia,148,6.16,6,66.04,Screen Technology,LCD (LED),Screen area,1865,Average mode power,36.66
Television,LG,37LH20D-AA,Indonesia,411,4.079,4,94,Screen Technology,LCD,Screen area,3776.72,Average mode power,106.7
Television,LG,50PZ850-TA,"""Korea, Republic of""",552,5.122,5,126.95,Screen Technology,Plasma,Screen area,6888.4,Average mode power,139.9
Television,LG,42LW6500-TA,Indonesia,290,6.619,6,106.73,Screen Technology,LCD,Screen area,4867.7,Average mode power,69.12
Television,TEAC,LCDV1955HD,China,140,4.695,4.5,48.34,Screen Technology,LCD,Screen area,1049.6,Average mode power,37.04
Television,LG,50PX950-AA,"""Korea, Republic of""",695,4.09,4,126.95,Screen Technology,Plasma,Screen area,6888.4,Average mode power,184.6
Television,LG,32LH35FD-AA,Indonesia,248,5.167,5,81,Screen Technology,LCD,Screen area,2743.66,Average mode power,61.26
Television,LG,55LH50YD-AA,Indonesia,1007,3.158,3,140,Screen Technology,LCD,Screen area,8230.12,Average mode power,250.38
Television,LG,42LH90QD-AA,"""Korea, Republic of""",405,5.122,5,107,Screen Technology,LCD (LED),Screen area,4867.57,Average mode power,102.24
